"logt" "g" "x1" "x2" "x3" "x4" "x5"
"1" 0.000815354590489868 0.0021389474731174 0.315716408814539 0.0675201951629018 0.911497881308096 0.677479201675317 0.0943052865600911
"2" 0.322735039227559 0.614621631065686 0.159826809830027 0.883403215265802 0.819472091842954 0.335399984559789 0.696802995385375
"3" 0.28740432768076 0.811734826034131 0.446890390700009 0.714931551065706 0.610702852258969 0.0996475044467209 0.618329695568554
"4" 0.209377450963619 0.993902673882376 0.557313389359318 -0.32054818949523 0.503002797166021 0.124928744739196 0.684093590427997
"5" 0.314482261326654 0.618205751196201 0.894792185890669 0.686140289231478 0.592907361529006 0.249306453823983 0.244891183203404
"6" 0.309742967587316 0.666349689616062 0.484542066879745 -0.173793901491242 0.159222221960831 0.945779212220124 0.752671194857827
"7" 0.289118561469122 0.486096501841227 0.992127779489983 0.437735389230997 0.981577576642888 0.646199886782462 0.532724304545358
"8" 0.271996660501945 0.410784222754445 0.2697426076295 -0.314155075080752 0.182883115960212 0.331221808421923 0.241666416932506
"9" 0.144052213089611 0.172196678541812 0.0178274318361901 -0.272863164254357 0.824922366669367 0.535110601294554 0.201357754851322
"10" 0.315335188004616 0.557572036277266 0.06474802793646 -0.61123694505945 0.715836458581962 0.908346093477678 0.208545653470209
"11" 0.257795387462385 0.355534224759582 0.348164414153015 -0.885773951011007 0.122822480403603 0.943231386177272 0.872011663247465
"12" 0.305387670483526 0.568155882921169 0.858790962870354 0.35908542985324 0.589811231168158 0.0301480887622578 0.282501783864659
"13" 0.0947718485102863 0.110412027911679 0.437051640336109 -0.880325315312405 0.668652724027579 0.443266181554498 0.716910382061582
"14" 0.155949583907942 0.178996448691762 0.7214321082127 0.475656416718041 0.964918874833529 0.0110785347186809 0.637720815522114
"15" 0.147298450872919 0.167993081953042 0.755163172044312 -0.309656115343904 0.921492829143654 0.333646323857465 0.718741540214568
"16" 0.229421945156848 0.314215843881689 0.471971550530308 -0.93852589098117 0.462534061681266 0.533496371695596 0.439373195494903
"17" 0.295418309787811 0.477823576048786 0.654349461687889 -0.905609803126855 0.85156250561704 0.016877015472953 0.412793030231481
"18" 0.308600031665078 0.574815999614477 0.459288170452216 -0.338319456756685 0.478516593699216 0.471505382115282 0.926246025287354
"19" 0.285371980901347 0.40917328980473 0.762913923870329 -0.000916174657308573 0.989825505503385 0.343255037534295 0.968153306603406
"20" 0.210018709054941 0.984958606975011 0.807751756862822 -0.547534358894254 0.749486509452852 0.50454818339693 0.789429216692522
"21" 0.259422018368787 0.884800252047938 0.622506817914876 0.701299522740371 0.00698998301613994 0.0454529194287507 0.708889447955649
"22" 0.21391045587577 0.283181217243358 0.675252119650236 0.9191424071746 0.351629026499306 0.16664968888814 0.978125769982617
"23" 0.221171295836187 0.279104013939769 0.893226993920099 0.33683509055099 0.0211459503970942 0.527594458018347 0.956740173977324
"24" 0.316400513907408 0.584275950800953 0.723740198541889 -0.530895107059316 0.931083976911723 0.761772447602979 0.270033009621982
"25" 0.249227104440458 0.335283476100062 0.0768072379231233 0.200264356717231 0.5056211753211 0.141365145659994 0.342334046774889
"26" 0.218501410500686 0.290734821574959 0.0175075525514714 -0.640784194991717 0.0861152554657248 0.675358984962727 0.413292818927417
"27" 0.142259532434756 0.163739649126736 0.406026425644173 0.610705435747917 0.288858063072543 0.173895351861192 0.203057078699552
"28" 0.296144605806657 0.475011701649622 0.507003027586413 -0.94643386589788 0.268930686157565 0.32299710977436 0.966015877418989
"29" 0.226420264956531 0.283391497318035 0.438368694898833 0.283607291055451 0.967055394581408 0.740384142845846 0.01030766827613
"30" 0.298912676563317 0.507032600339218 0.129894801885383 -0.400543173382287 0.370073105202803 0.705332538278114 0.0233958216538492
"31" 0.2244356626207 0.954424105007251 0.178865774116498 -0.898491777220343 0.844785501415698 0.222457422937999 0.634583879260683
"32" 0.0687224302247437 0.0760426853822727 0.599785951374908 0.692888123709878 0.687799933846664 0.561533637065207 0.0191394996319469
"33" 0.29192803128722 0.452773675829387 0.336679897510777 0.124913852192015 0.745110635408902 0.107020463389404 0.134014560113435
"34" 0.304345452598268 0.687677061659477 0.625799090407372 0.275088895163147 0.293195561735117 0.526653685500838 0.26316444849088
"35" 0.106191809907649 0.122333253604667 0.760365611211408 -0.141812516026432 0.614497626855855 0.0704849254481645 0.689118156055123
"36" 0.306441837151134 0.58483086424992 0.107465200673966 0.926523863272035 0.717283972351594 0.967092990212921 0.824341568039508
"37" 0.292883698994159 0.765694209203216 0.600826188216882 0.270124102985909 0.178586334489742 0.733652636082784 0.96173767164383
"38" 0.226921546313675 0.278951280988256 0.481950461688846 -0.164577112354347 0.4962934421443 0.545357264446633 0.938527164797683
"39" 0.167714079491812 0.1953312001724 0.225940488277846 0.0705609546687171 0.222904418214252 0.959904059921402 0.590661124991606
